0,000	23,901
0,100	23,900
0,202	23,900
0,304	23,899
0,406	23,899
0,508	23,899
0,610	23,898
0,712	23,898
0,814	23,897
0,916	23,897
1,018	23,895
1,120	23,895
1,222	23,895
1,324	23,894
1,426	23,894
1,528	23,894
1,630	23,894
1,732	23,894
1,834	23,893
1,936	23,893
2,038	23,892
2,140	23,892
2,242	23,892
2,344	23,891
2,446	23,891
2,548	23,889
2,650	23,889
2,752	23,889
2,854	23,889
2,956	23,889
3,058	23,889
3,160	23,889
3,262	23,889
3,364	23,888
3,466	23,888
3,568	23,886
3,670	23,886
3,772	23,886
3,874	23,886
3,976	23,886
4,078	23,886
4,180	23,886
4,282	23,886
4,384	23,886
4,486	23,886
4,588	23,885
4,690	23,885
4,792	23,884
4,894	23,884
4,996	23,884
5,098	23,883
5,200	23,883
5,302	23,882
5,404	23,882
5,506	23,882
5,608	23,881
5,710	23,881
5,812	23,880
5,914	23,880
6,016	23,880
6,118	23,879
6,220	23,879
6,323	23,879
6,424	23,879
6,526	23,878
6,628	23,878
6,731	23,878
6,832	23,877
6,934	23,877
7,036	23,875
7,138	23,875
7,240	23,875
7,342	23,874
7,444	23,874
7,546	23,873
7,648	23,873
7,750	23,873
7,852	23,873
7,954	23,873
8,056	23,873
8,158	23,873
8,260	23,873
8,362	23,874
8,464	23,874
8,566	23,875
8,668	23,875
8,771	23,875
8,873	23,875
8,975	23,875
9,077	23,875
9,179	23,875
9,281	23,875
9,383	23,875
9,485	23,875
9,587	23,875
9,689	23,875
9,791	23,875
9,893	23,873
9,994	23,873
10,096	23,872
10,198	23,872
10,300	23,872
10,402	23,872
10,504	23,872
10,606	23,873
10,708	23,873
10,810	23,872
10,912	23,872
11,014	23,872
11,116	23,872
11,218	23,872
11,320	23,871
11,422	23,871
11,524	23,871
11,626	23,870
11,728	23,870
11,830	23,869
11,932	23,869
12,034	23,869
12,136	23,868
12,238	23,868
12,340	23,866
12,442	23,866
12,544	23,866
12,646	23,865
12,748	23,865
12,850	23,866
12,952	23,866
13,054	23,866
13,156	23,867
13,258	23,867
13,360	23,867
13,462	23,867
13,564	23,868
13,666	23,868
13,768	23,868
13,870	23,869
13,972	23,869
14,074	23,869
14,176	23,869
14,278	23,869
14,380	23,869
14,482	23,869
14,584	23,869
14,686	23,869
14,788	23,869
14,890	23,868
14,992	23,868
15,094	23,868
15,196	23,868
15,298	23,868
15,400	23,867
15,502	23,867
15,604	23,866
15,706	23,866
15,808	23,866
15,910	23,866
16,012	23,866
16,114	23,865
16,216	23,865
16,318	23,865
16,420	23,865
16,522	23,865
16,624	23,864
16,726	23,864
16,828	23,863
16,930	23,863
17,032	23,863
17,134	23,862
17,236	23,862
17,338	23,861
17,440	23,861
17,542	23,861
17,644	23,861
17,746	23,861
17,848	23,860
17,950	23,860
18,052	23,860
18,154	23,859
18,256	23,859
18,358	23,859
18,460	23,859
18,562	23,859
18,664	23,859
18,766	23,859
18,868	23,860
18,970	23,860
19,072	23,860
19,174	23,860
19,276	23,860
19,378	23,860
19,480	23,860
19,582	23,860
19,684	23,861
19,786	23,861
19,888	23,860
19,990	23,860
20,092	23,860
20,194	23,860
20,296	23,860
20,398	23,859
20,500	23,859
20,602	23,858
20,704	23,858
20,806	23,858
20,908	23,855
21,010	23,855
21,112	23,855
21,214	23,855
21,316	23,855
21,418	23,856
21,520	23,856
21,622	23,856
21,724	23,856
21,826	23,856
21,928	23,856
22,030	23,856
22,132	23,856
22,234	23,856
22,336	23,856
22,438	23,856
22,540	23,856
22,642	23,856
22,744	23,856
22,846	23,856
22,948	23,856
23,050	23,856
23,152	23,857
23,254	23,857
23,356	23,857
23,458	23,857
23,560	23,857
23,662	23,857
23,764	23,857
23,866	23,857
23,968	23,857
24,070	23,857
24,172	23,858
24,274	23,858
24,376	23,858
24,478	23,858
24,580	23,858
24,682	23,858
24,784	23,858
24,886	23,858
24,988	23,858
25,090	23,858
25,192	23,857
25,294	23,857
25,396	23,856
25,498	23,856
25,600	23,856
25,702	23,856
25,804	23,856
25,906	23,855
26,008	23,855
26,110	23,855
26,212	23,855
26,315	23,855
26,417	23,855
26,519	23,855
26,621	23,855
26,723	23,855
26,825	23,855
26,927	23,855
27,029	23,855
27,131	23,854
27,233	23,854
27,335	23,854
27,436	23,853
27,538	23,853
27,640	23,853
27,742	23,853
27,844	23,853
27,946	23,853
28,048	23,853
28,150	23,853
28,252	23,853
28,354	23,853
